record_id,mine_id,violation_count,overdue_actions,inspection_score,maintenance_delay_days,equipment_failure_count,contractor_violations,contractor_compliance_score,environmental_issues,risk_score,risk_level
HIST_0390,M006,7,1,85,25,1,6,77,4,96.0,CRITICAL
HIST_0391,M006,7,7,65,18,0,1,91,7,100,CRITICAL
HIST_0392,M006,1,8,70,6,6,3,76,4,96.2,CRITICAL
HIST_0393,M001,4,5,80,18,2,7,95,5,100,CRITICAL
HIST_0394,M008,0,1,85,25,7,0,52,2,78.25,CRITICAL
HIST_0395,M002,7,0,72,6,2,4,55,4,77.25,CRITICAL
HIST_0396,M005,10,5,61,2,5,2,48,6,100,CRITICAL
HIST_0397,M008,11,3,72,20,1,1,45,3,100,CRITICAL
HIST_0398,M006,1,2,82,7,8,7,45,0,80.95,CRITICAL
HIST_0399,M002,1,6,89,4,7,1,59,6,87.4,CRITICAL
HIST_0400,M003,11,1,51,10,5,4,53,6,100,CRITICAL
HIST_0401,M008,10,10,54,2,8,0,84,2,100,CRITICAL
HIST_0402,M004,5,3,85,23,2,6,84,7,100,CRITICAL
HIST_0403,M006,1,1,53,24,1,6,67,6,96.5,CRITICAL
HIST_0404,M001,12,2,60,8,1,3,80,4,95.1,CRITICAL
HIST_0405,M005,10,4,58,16,8,3,92,6,100,CRITICAL
HIST_0406,M004,10,0,95,28,3,7,69,1,100,CRITICAL
HIST_0407,M003,7,10,83,2,8,0,68,5,100,CRITICAL
HIST_0408,M002,6,9,71,11,8,2,93,7,100,CRITICAL
HIST_0409,M007,0,9,49,0,4,3,47,0,86.6,CRITICAL
HIST_0410,M002,8,4,85,22,8,6,72,6,100,CRITICAL
HIST_0411,M002,10,8,79,19,2,4,50,4,100,CRITICAL
HIST_0412,M005,8,3,96,4,8,5,70,1,89.2,CRITICAL
HIST_0413,M007,11,6,91,30,3,0,60,1,100,CRITICAL
HIST_0414,M002,1,7,84,19,0,4,87,2,78.65,CRITICAL
HIST_0415,M009,0,2,89,0,2,7,67,8,67.6,HIGH
HIST_0416,M001,12,4,55,11,2,4,91,1,100,CRITICAL
HIST_0417,M008,5,6,62,16,1,4,90,1,90.0,CRITICAL
HIST_0418,M005,7,8,68,1,7,2,68,2,100,CRITICAL
HIST_0419,M001,12,1,81,21,1,3,92,8,100,CRITICAL
HIST_0420,M003,0,0,60,1,7,5,69,2,62.45,HIGH
HIST_0421,M007,0,8,96,29,6,3,65,3,100,CRITICAL
HIST_0422,M001,11,5,62,26,1,5,52,8,100,CRITICAL
HIST_0423,M005,2,3,96,16,0,6,49,7,87.35,CRITICAL
HIST_0424,M004,12,4,65,2,8,7,45,5,100,CRITICAL
HIST_0425,M004,4,9,95,9,3,7,68,7,100,CRITICAL
HIST_0426,M001,11,8,93,25,3,2,45,6,100,CRITICAL
HIST_0427,M005,3,8,67,20,0,5,45,6,100,CRITICAL
HIST_0428,M005,1,3,78,7,6,7,48,2,85.6,CRITICAL
HIST_0429,M008,1,0,59,28,8,6,89,5,100,CRITICAL
HIST_0430,M002,11,1,82,3,8,2,85,6,97.65,CRITICAL
HIST_0431,M006,9,9,48,13,2,3,63,4,100,CRITICAL
HIST_0432,M004,12,6,89,26,5,5,73,4,100,CRITICAL
HIST_0433,M008,1,3,53,24,1,2,51,2,86.5,CRITICAL
HIST_0434,M008,7,5,71,3,8,5,94,3,100,CRITICAL
HIST_0435,M010,4,7,61,27,1,1,55,4,100,CRITICAL
HIST_0436,M006,0,3,98,27,5,2,50,3,86.6,CRITICAL
HIST_0437,M001,6,8,48,21,4,4,97,2,100,CRITICAL
HIST_0438,M002,6,7,80,23,8,3,51,7,100,CRITICAL
HIST_0439,M007,12,2,52,0,0,3,53,3,89.05,CRITICAL
HIST_0440,M001,5,10,85,30,1,4,97,1,100,CRITICAL
HIST_0441,M002,1,3,86,14,2,1,99,5,60.45,HIGH
HIST_0442,M007,0,7,48,5,6,6,76,0,91.2,CRITICAL
HIST_0443,M008,10,6,56,11,3,2,62,4,100,CRITICAL
HIST_0444,M009,2,0,84,19,3,4,76,6,77.4,CRITICAL
HIST_0445,M009,7,0,50,8,6,2,71,3,87.35,CRITICAL
HIST_0446,M008,3,10,96,17,0,6,95,5,100,CRITICAL
HIST_0447,M003,8,7,67,29,8,5,69,4,100,CRITICAL
HIST_0448,M009,0,5,83,7,0,4,48,7,78.35,CRITICAL
HIST_0449,M005,5,9,59,5,1,3,87,3,94.1,CRITICAL
HIST_0450,M003,8,0,93,30,3,6,67,2,100,CRITICAL
HIST_0451,M010,3,9,65,25,5,0,90,5,100,CRITICAL
HIST_0452,M003,9,2,81,30,3,7,79,4,100,CRITICAL
HIST_0453,M008,7,0,50,1,3,3,46,8,93.7,CRITICAL
HIST_0454,M006,0,5,84,6,2,5,90,2,59.8,HIGH
HIST_0455,M006,0,0,54,18,2,1,99,8,70.45,HIGH
HIST_0456,M006,1,5,90,30,6,1,66,4,100,CRITICAL
HIST_0457,M003,2,2,91,30,6,7,86,5,100,CRITICAL
HIST_0458,M007,11,8,89,28,5,3,87,2,100,CRITICAL
HIST_0459,M003,4,4,53,5,0,6,99,0,65.7,HIGH
HIST_0460,M006,9,5,96,30,3,1,76,2,100,CRITICAL
HIST_0461,M006,11,1,60,11,5,2,85,1,90.95,CRITICAL
HIST_0462,M002,7,0,61,6,3,1,67,4,73.6,HIGH
HIST_0463,M008,11,0,48,12,7,6,55,6,100,CRITICAL
HIST_0464,M003,6,5,79,12,1,7,95,3,90.5,CRITICAL
HIST_0465,M005,7,1,96,27,0,4,46,5,97.3,CRITICAL
HIST_0466,M009,1,1,66,5,6,2,91,1,53.15,MEDIUM
HIST_0467,M010,1,5,83,19,7,0,72,2,85.75,CRITICAL
HIST_0468,M009,6,2,48,3,5,3,57,6,99.05,CRITICAL
HIST_0469,M001,11,8,61,21,4,4,60,1,100,CRITICAL
HIST_0470,M001,6,9,80,26,7,2,48,5,100,CRITICAL
HIST_0471,M004,6,1,63,26,7,3,51,0,100,CRITICAL
HIST_0472,M008,2,10,63,2,7,1,64,6,100,CRITICAL
HIST_0473,M007,7,10,61,2,8,6,56,5,100,CRITICAL
HIST_0474,M004,5,2,73,1,4,7,74,4,81.65,CRITICAL
HIST_0475,M009,4,9,48,4,1,1,87,5,94.75,CRITICAL
HIST_0476,M007,6,9,59,17,0,6,97,8,100,CRITICAL
HIST_0477,M002,8,10,100,29,7,3,75,4,100,CRITICAL
HIST_0478,M003,6,0,77,18,8,2,52,7,100,CRITICAL
HIST_0479,M007,2,3,96,6,2,0,72,1,42.6,MEDIUM
HIST_0480,M002,3,10,54,26,4,5,91,1,100,CRITICAL
HIST_0481,M001,6,8,70,17,5,4,78,7,100,CRITICAL
HIST_0482,M003,12,9,82,16,6,1,71,2,100,CRITICAL
HIST_0483,M005,9,9,82,24,1,1,81,1,100,CRITICAL
HIST_0484,M001,8,5,71,8,6,7,81,7,100,CRITICAL
HIST_0485,M004,2,4,70,4,6,0,70,5,77.8,CRITICAL
HIST_0486,M005,0,7,62,28,5,0,66,4,100,CRITICAL
HIST_0487,M008,4,7,99,22,1,3,53,4,100,CRITICAL
HIST_0488,M004,12,5,62,23,6,1,57,7,100,CRITICAL
HIST_0489,M002,6,7,93,16,5,0,77,2,94.4,CRITICAL
HIST_0490,M004,4,8,70,4,8,0,56,3,100,CRITICAL
HIST_0491,M005,0,3,47,14,0,5,90,3,71.35,HIGH
HIST_0492,M008,5,7,77,12,1,0,60,5,93.45,CRITICAL
HIST_0493,M003,9,7,56,30,7,8,67,5,100,CRITICAL
HIST_0494,M004,4,1,63,0,6,0,55,3,67.2,HIGH
HIST_0495,M001,10,3,88,6,4,6,77,0,86.15,CRITICAL
HIST_0496,M005,7,2,86,5,0,3,61,4,69.15,HIGH
HIST_0497,M005,6,6,99,11,7,4,58,7,100,CRITICAL
HIST_0498,M006,10,8,97,19,6,1,45,8,100,CRITICAL
HIST_0499,M008,8,10,83,19,4,4,88,1,100,CRITICAL
HIST_0500,M004,1,5,62,20,5,4,61,4,100,CRITICAL
HIST_0501,M003,2,8,93,7,0,6,87,5,82.1,CRITICAL
HIST_0502,M007,11,0,86,15,4,4,71,6,100,CRITICAL
HIST_0503,M009,11,0,82,22,3,5,91,3,98.45,CRITICAL
HIST_0504,M009,10,7,87,11,8,4,99,2,100,CRITICAL
HIST_0505,M003,2,4,51,15,2,4,91,8,99.4,CRITICAL
HIST_0506,M007,10,5,86,2,3,5,59,4,100,CRITICAL
HIST_0507,M008,12,5,68,8,4,7,99,1,100,CRITICAL
HIST_0508,M002,0,10,82,18,1,7,57,8,100,CRITICAL
HIST_0509,M003,10,6,78,9,6,0,100,2,96.5,CRITICAL
HIST_0510,M002,3,5,71,18,7,2,65,2,100,CRITICAL
HIST_0511,M005,7,5,85,5,5,0,45,7,100,CRITICAL
HIST_0512,M003,3,2,81,24,2,7,95,1,80.2,CRITICAL
HIST_0513,M001,9,6,85,13,6,6,75,6,100,CRITICAL
HIST_0514,M004,0,8,57,23,5,0,65,8,100,CRITICAL
HIST_0515,M005,0,10,45,20,3,3,89,5,100,CRITICAL
HIST_0516,M005,2,1,69,16,4,2,49,0,69.8,HIGH
HIST_0517,M006,4,7,91,16,8,5,72,2,100,CRITICAL
HIST_0518,M004,7,5,93,6,2,6,46,3,94.15,CRITICAL
HIST_0519,M006,11,2,58,23,0,8,55,1,100,CRITICAL
HIST_0520,M010,11,10,95,1,6,4,94,8,100,CRITICAL
HIST_0521,M007,0,9,48,21,1,0,48,1,98.4,CRITICAL
HIST_0522,M004,7,6,52,17,4,7,89,2,100,CRITICAL
HIST_0523,M009,11,10,85,0,4,6,87,1,100,CRITICAL
HIST_0524,M009,4,9,83,22,2,6,98,1,100,CRITICAL
HIST_0525,M010,11,9,52,9,1,1,76,3,100,CRITICAL
HIST_0526,M005,3,4,98,16,3,5,90,6,86.9,CRITICAL
HIST_0527,M001,2,0,80,15,3,7,66,3,75.0,CRITICAL
HIST_0528,M009,0,10,50,29,1,7,54,1,100,CRITICAL
HIST_0529,M008,1,1,61,20,3,7,63,4,92.4,CRITICAL
HIST_0530,M007,0,1,97,5,0,4,68,5,44.05,MEDIUM
HIST_0531,M003,11,1,51,27,0,0,99,2,92.8,CRITICAL
HIST_0532,M003,5,5,73,30,4,1,68,5,100,CRITICAL
HIST_0533,M008,1,6,70,30,7,4,98,6,100,CRITICAL
HIST_0534,M003,12,6,86,28,2,1,53,0,100,CRITICAL
HIST_0535,M006,1,6,82,15,7,2,84,6,99.3,CRITICAL
HIST_0536,M007,9,0,100,21,2,7,76,1,84.7,CRITICAL
HIST_0537,M010,7,0,49,8,5,0,90,8,89.95,CRITICAL
HIST_0538,M007,11,9,59,30,5,8,78,1,100,CRITICAL
HIST_0539,M010,10,3,75,11,6,2,98,8,100,CRITICAL
HIST_0540,M008,0,0,86,29,2,8,99,7,86.95,CRITICAL
HIST_0541,M001,2,1,93,15,5,3,66,4,73.45,HIGH
HIST_0542,M002,8,3,80,20,6,6,97,3,100,CRITICAL
HIST_0543,M008,7,7,96,18,7,1,99,7,100,CRITICAL
HIST_0544,M001,5,1,76,23,0,1,70,6,83.0,CRITICAL
HIST_0545,M004,8,8,45,26,1,4,77,8,100,CRITICAL
HIST_0546,M004,10,10,74,30,5,5,97,0,100,CRITICAL
HIST_0547,M002,7,5,80,24,7,5,90,7,100,CRITICAL
HIST_0548,M009,1,10,59,0,5,5,98,4,97.35,CRITICAL
HIST_0549,M007,8,5,89,3,0,2,76,2,68.45,HIGH
HIST_0550,M004,1,4,84,6,3,1,99,6,61.55,HIGH
HIST_0551,M008,7,3,90,10,1,6,47,1,82.75,CRITICAL
HIST_0552,M009,7,10,82,30,8,2,76,0,100,CRITICAL
HIST_0553,M010,11,0,80,29,6,7,77,2,100,CRITICAL
HIST_0554,M010,2,2,51,12,5,8,69,6,100,CRITICAL
HIST_0555,M003,11,3,62,12,5,4,73,2,100,CRITICAL
HIST_0556,M006,6,9,89,28,8,4,98,8,100,CRITICAL
HIST_0557,M006,11,8,85,6,3,3,84,4,100,CRITICAL
HIST_0558,M002,10,2,90,20,2,8,79,5,100,CRITICAL
HIST_0559,M001,12,5,80,15,6,8,63,6,100,CRITICAL
HIST_0560,M004,8,1,46,12,2,0,87,0,70.55,HIGH
HIST_0561,M005,4,2,63,21,4,2,98,0,75.65,CRITICAL
HIST_0562,M004,3,8,47,11,7,1,84,8,100,CRITICAL
HIST_0563,M001,11,10,80,12,3,8,95,4,100,CRITICAL
HIST_0564,M005,6,6,71,30,5,8,48,0,100,CRITICAL
HIST_0565,M010,3,9,100,24,7,3,85,5,100,CRITICAL
HIST_0566,M002,8,9,57,24,3,4,73,2,100,CRITICAL
HIST_0567,M005,2,2,92,16,1,6,47,6,85.25,CRITICAL
HIST_0568,M003,8,4,53,5,4,0,66,7,100,CRITICAL
HIST_0569,M006,0,2,65,19,0,4,76,8,83.05,CRITICAL
HIST_0570,M003,1,5,78,7,2,8,49,8,100,CRITICAL
HIST_0571,M006,6,8,79,12,1,5,59,3,100,CRITICAL
HIST_0572,M002,5,5,63,6,8,7,80,0,100,CRITICAL
HIST_0573,M007,10,5,73,7,3,0,88,5,94.85,CRITICAL
HIST_0574,M006,12,1,69,8,8,4,46,8,100,CRITICAL
HIST_0575,M006,8,8,73,15,0,4,86,3,100,CRITICAL
HIST_0576,M004,8,1,51,5,8,8,45,1,100,CRITICAL
HIST_0577,M007,10,10,94,6,6,1,58,8,100,CRITICAL
HIST_0578,M001,10,1,92,21,2,0,74,5,89.5,CRITICAL
HIST_0579,M005,1,1,48,5,4,8,49,3,84.95,CRITICAL
HIST_0580,M007,6,6,73,20,6,6,65,0,100,CRITICAL
HIST_0581,M006,10,1,79,0,1,0,89,1,50.1,MEDIUM
HIST_0582,M007,8,1,63,25,4,1,63,7,100,CRITICAL
HIST_0583,M007,6,10,46,15,2,8,59,2,100,CRITICAL
HIST_0584,M001,12,8,63,30,2,4,88,5,100,CRITICAL
HIST_0585,M009,8,8,54,3,0,0,81,6,98.45,CRITICAL
HIST_0586,M003,8,1,64,6,5,3,71,8,100,CRITICAL
HIST_0587,M010,2,2,59,19,4,3,52,2,88.65,CRITICAL
HIST_0588,M005,0,8,74,20,8,1,63,1,100,CRITICAL
HIST_0589,M004,1,3,91,18,7,5,67,2,87.5,CRITICAL
HIST_0590,M006,1,4,84,2,3,5,76,7,75.5,CRITICAL
HIST_0591,M007,9,10,64,22,2,5,96,5,100,CRITICAL
HIST_0592,M003,2,0,65,7,3,6,62,5,75.15,CRITICAL
HIST_0593,M008,10,5,75,14,7,5,94,4,100,CRITICAL
HIST_0594,M009,8,1,56,20,1,4,99,2,86.65,CRITICAL
HIST_0595,M001,3,4,91,28,1,1,46,8,100,CRITICAL
HIST_0596,M009,9,9,70,24,3,0,80,4,100,CRITICAL
HIST_0597,M010,8,7,86,24,2,5,70,3,100,CRITICAL
HIST_0598,M006,11,4,53,14,8,8,50,6,100,CRITICAL
HIST_0599,M003,8,0,87,7,2,8,53,7,95.7,CRITICAL
HIST_0600,M004,2,9,81,21,2,7,67,0,100,CRITICAL
HIST_0601,M004,12,7,59,2,4,5,59,0,100,CRITICAL
HIST_0602,M002,8,5,69,15,7,0,47,5,100,CRITICAL
HIST_0603,M010,11,8,85,26,4,4,82,8,100,CRITICAL
HIST_0604,M007,2,6,86,12,5,1,78,4,84.3,CRITICAL
HIST_0605,M010,3,8,70,11,5,7,95,7,100,CRITICAL
HIST_0606,M005,0,8,53,14,2,3,49,8,100,CRITICAL
HIST_0607,M007,3,2,56,5,5,1,87,3,68.15,HIGH
HIST_0608,M010,12,5,91,3,7,7,75,3,100,CRITICAL
HIST_0609,M010,2,10,98,13,0,3,47,2,89.05,CRITICAL
HIST_0610,M001,9,2,53,20,8,0,81,2,100,CRITICAL
HIST_0611,M002,2,4,56,16,6,0,91,4,88.85,CRITICAL
HIST_0612,M010,3,7,83,15,7,2,59,6,100,CRITICAL
HIST_0613,M006,2,9,97,24,2,8,61,2,100,CRITICAL
HIST_0614,M002,7,9,82,2,3,6,69,2,100,CRITICAL
HIST_0615,M010,0,3,78,27,8,6,97,2,97.85,CRITICAL
HIST_0616,M002,1,2,75,28,0,8,77,1,82.1,CRITICAL
HIST_0617,M009,7,10,53,28,8,0,94,6,100,CRITICAL
HIST_0618,M007,6,5,100,1,8,6,59,7,100,CRITICAL
HIST_0619,M008,5,9,96,23,1,6,53,4,100,CRITICAL
HIST_0620,M004,12,3,99,2,4,8,71,4,100,CRITICAL
HIST_0621,M004,0,0,81,16,1,8,45,6,80.6,CRITICAL
HIST_0622,M005,11,5,71,11,1,2,72,4,100,CRITICAL
HIST_0623,M007,8,6,81,11,4,6,93,3,100,CRITICAL
HIST_0624,M005,8,8,75,5,5,8,80,7,100,CRITICAL
HIST_0625,M004,4,9,67,24,6,2,99,1,100,CRITICAL
HIST_0626,M009,7,2,51,6,8,6,95,5,100,CRITICAL
HIST_0627,M002,9,10,90,1,2,6,85,0,96.45,CRITICAL
HIST_0628,M006,2,7,83,13,1,1,61,3,79.8,CRITICAL
HIST_0629,M005,1,9,47,23,6,6,84,8,100,CRITICAL
HIST_0630,M004,11,9,48,30,2,7,73,0,100,CRITICAL
HIST_0631,M010,10,8,63,6,0,8,78,3,100,CRITICAL
HIST_0632,M005,2,10,47,11,3,0,55,1,100,CRITICAL
HIST_0633,M009,12,6,67,21,6,6,82,3,100,CRITICAL
HIST_0634,M006,0,1,50,17,4,8,82,5,93.4,CRITICAL
HIST_0635,M005,4,3,83,30,3,7,70,0,99.95,CRITICAL
HIST_0636,M006,2,6,77,3,8,1,77,4,85.9,CRITICAL
HIST_0637,M007,1,8,61,28,8,4,89,7,100,CRITICAL
HIST_0638,M010,9,7,94,7,5,7,88,7,100,CRITICAL
HIST_0639,M004,0,7,52,8,1,6,85,3,85.15,CRITICAL
HIST_0640,M005,12,5,71,30,5,8,79,0,100,CRITICAL
HIST_0641,M008,3,4,50,12,5,1,80,2,85.4,CRITICAL
HIST_0642,M008,5,5,58,28,4,2,92,3,100,CRITICAL
HIST_0643,M004,11,3,60,23,3,4,58,3,100,CRITICAL
HIST_0644,M010,3,9,67,4,1,1,50,7,100,CRITICAL
HIST_0645,M008,0,8,47,27,7,5,84,5,100,CRITICAL
HIST_0646,M010,9,4,76,5,8,4,70,3,100,CRITICAL
HIST_0647,M009,2,0,78,25,6,7,79,0,84.45,CRITICAL
HIST_0648,M008,5,6,100,21,2,7,52,8,100,CRITICAL
HIST_0649,M006,5,0,45,21,3,6,82,1,90.95,CRITICAL
HIST_0650,M005,5,9,100,8,2,8,61,3,100,CRITICAL
HIST_0651,M007,7,9,66,11,2,7,72,3,100,CRITICAL
HIST_0652,M010,11,5,68,27,6,4,73,2,100,CRITICAL
HIST_0653,M009,2,9,88,7,1,4,96,3,77.6,CRITICAL
HIST_0654,M003,6,6,57,4,2,7,96,0,86.35,CRITICAL
HIST_0655,M008,6,7,53,28,8,8,91,5,100,CRITICAL
HIST_0656,M001,4,4,80,27,0,6,51,2,100,CRITICAL
HIST_0657,M005,3,4,75,26,1,7,92,5,100,CRITICAL
HIST_0658,M002,5,5,80,17,4,5,46,6,100,CRITICAL
HIST_0659,M006,5,10,83,6,8,2,94,4,100,CRITICAL
HIST_0660,M008,5,10,77,15,7,1,69,4,100,CRITICAL
HIST_0661,M002,10,2,100,5,5,6,85,6,95.75,CRITICAL
HIST_0662,M005,1,2,66,7,5,5,86,4,74.3,HIGH
HIST_0663,M008,9,10,70,8,7,5,92,8,100,CRITICAL
HIST_0664,M005,6,2,56,27,0,2,91,3,90.05,CRITICAL
HIST_0665,M008,11,1,58,5,6,1,51,1,93.45,CRITICAL
HIST_0666,M002,8,0,46,24,6,8,93,1,100,CRITICAL
HIST_0667,M005,4,9,54,2,6,4,59,3,100,CRITICAL
HIST_0668,M006,7,10,53,4,8,2,46,0,100,CRITICAL
HIST_0669,M003,5,7,74,27,8,4,80,7,100,CRITICAL
HIST_0670,M005,11,8,56,18,7,6,78,8,100,CRITICAL
HIST_0671,M007,5,7,79,7,1,7,64,5,100,CRITICAL
HIST_0672,M006,4,2,64,0,0,8,97,2,59.35,HIGH
HIST_0673,M007,4,7,79,0,7,7,64,0,94.85,CRITICAL
HIST_0674,M007,12,4,83,7,0,8,68,3,100,CRITICAL
HIST_0675,M004,8,6,70,7,2,6,98,6,100,CRITICAL
HIST_0676,M005,4,1,72,20,3,8,93,4,92.55,CRITICAL
HIST_0677,M003,10,8,96,8,6,3,99,1,100,CRITICAL
HIST_0678,M004,2,4,52,20,7,7,62,7,100,CRITICAL
HIST_0679,M005,5,0,54,1,8,0,56,1,70.3,HIGH
HIST_0680,M001,4,2,90,14,0,3,50,2,66.3,HIGH
HIST_0681,M001,7,3,66,13,4,7,68,7,100,CRITICAL
HIST_0682,M002,5,1,98,24,2,0,62,6,82.0,CRITICAL
HIST_0683,M002,8,7,56,6,4,6,98,0,100,CRITICAL
HIST_0684,M004,12,3,69,24,7,3,92,0,100,CRITICAL
HIST_0685,M006,7,1,78,21,3,7,69,4,100,CRITICAL
HIST_0686,M008,2,10,91,1,8,8,52,4,100,CRITICAL
HIST_0687,M007,10,4,57,11,0,3,52,3,100,CRITICAL
HIST_0688,M001,5,0,55,25,4,1,70,3,91.75,CRITICAL
HIST_0689,M004,0,9,95,22,7,2,68,1,100,CRITICAL
HIST_0690,M003,2,7,50,21,5,0,48,5,100,CRITICAL
HIST_0691,M009,11,8,95,3,2,7,59,5,100,CRITICAL
HIST_0692,M006,12,10,93,11,7,3,46,6,100,CRITICAL
HIST_0693,M009,11,2,61,28,0,7,90,7,100,CRITICAL
HIST_0694,M006,4,8,89,15,3,2,79,5,100,CRITICAL
HIST_0695,M003,11,7,62,27,8,2,49,8,100,CRITICAL
HIST_0696,M009,7,4,97,8,8,5,74,0,90.65,CRITICAL
HIST_0697,M009,6,2,46,19,5,3,65,1,100,CRITICAL
HIST_0698,M006,6,3,78,21,7,8,54,4,100,CRITICAL
HIST_0699,M001,6,10,65,3,1,8,87,1,100,CRITICAL
HIST_0700,M002,2,2,100,1,3,1,76,3,41.7,MEDIUM
HIST_0701,M001,0,9,86,26,6,7,78,4,100,CRITICAL
HIST_0702,M002,5,3,83,22,1,0,58,7,93.85,CRITICAL
HIST_0703,M001,7,10,48,11,8,6,97,5,100,CRITICAL
HIST_0704,M009,9,4,78,1,1,4,49,3,86.65,CRITICAL
HIST_0705,M009,1,1,91,7,8,6,57,3,77.3,CRITICAL
HIST_0706,M007,10,3,81,20,2,8,92,8,100,CRITICAL
HIST_0707,M002,11,1,94,20,5,7,89,6,100,CRITICAL
HIST_0708,M009,2,2,80,12,8,5,87,2,81.15,CRITICAL
HIST_0709,M007,9,7,67,28,5,8,65,5,100,CRITICAL
HIST_0710,M004,12,10,72,26,5,3,81,8,100,CRITICAL
HIST_0711,M001,6,8,92,8,5,7,73,6,100,CRITICAL
HIST_0712,M001,11,0,63,19,0,8,53,4,100,CRITICAL
HIST_0713,M009,4,3,58,27,5,0,94,4,99.6,CRITICAL
HIST_0714,M006,8,8,81,29,2,1,47,7,100,CRITICAL
HIST_0715,M002,2,2,61,11,3,3,61,4,79.1,CRITICAL
HIST_0716,M008,9,6,81,29,3,1,91,5,100,CRITICAL
HIST_0717,M002,2,7,97,28,1,4,47,6,100,CRITICAL
HIST_0718,M004,12,0,94,10,5,6,71,1,90.35,CRITICAL
HIST_0719,M009,11,10,99,19,0,6,48,4,100,CRITICAL
HIST_0720,M003,0,5,79,18,2,5,77,3,82.2,CRITICAL
HIST_0721,M007,0,10,91,12,7,8,50,3,100,CRITICAL
HIST_0722,M009,4,6,54,4,5,1,75,0,80.65,CRITICAL
HIST_0723,M003,6,4,50,12,8,6,94,2,100,CRITICAL
HIST_0724,M004,7,8,57,15,6,3,80,8,100,CRITICAL
HIST_0725,M002,3,1,62,24,6,5,88,1,91.6,CRITICAL
HIST_0726,M010,10,6,72,11,5,3,65,5,100,CRITICAL
HIST_0727,M010,10,0,94,9,2,5,84,7,86.4,CRITICAL
HIST_0728,M003,2,7,47,29,3,3,88,5,100,CRITICAL
HIST_0729,M005,12,1,52,23,0,3,84,2,100,CRITICAL
HIST_0730,M001,0,5,89,25,1,4,73,7,94.6,CRITICAL
HIST_0731,M005,5,3,92,17,3,3,79,8,95.95,CRITICAL
HIST_0732,M001,8,7,84,23,2,0,69,8,100,CRITICAL
HIST_0733,M001,4,2,48,9,3,4,48,7,100,CRITICAL
HIST_0734,M007,1,6,87,8,5,1,46,4,84.15,CRITICAL
HIST_0735,M002,3,6,77,22,1,5,76,8,100,CRITICAL
HIST_0736,M001,2,3,77,30,7,8,90,0,100,CRITICAL
HIST_0737,M001,3,8,64,10,7,6,92,2,100,CRITICAL
HIST_0738,M001,5,10,67,11,4,3,77,4,100,CRITICAL
HIST_0739,M003,10,4,69,28,0,8,62,3,100,CRITICAL
HIST_0740,M007,5,6,87,4,1,6,78,3,80.85,CRITICAL
HIST_0741,M003,3,9,54,13,4,5,73,8,100,CRITICAL
HIST_0742,M005,3,10,53,18,8,3,100,2,100,CRITICAL
HIST_0743,M009,11,8,53,13,2,2,65,1,100,CRITICAL
HIST_0744,M007,8,1,56,10,2,0,93,5,78.15,CRITICAL
HIST_0745,M002,6,4,73,23,4,2,94,3,98.55,CRITICAL
HIST_0746,M004,2,2,46,24,4,3,83,3,94.45,CRITICAL
HIST_0747,M006,10,0,67,2,7,2,77,7,96.7,CRITICAL
HIST_0748,M001,2,6,76,15,2,2,57,3,87.15,CRITICAL
HIST_0749,M004,6,0,62,30,6,3,92,3,100,CRITICAL
HIST_0750,M004,1,2,73,27,7,5,100,7,100,CRITICAL
HIST_0751,M009,6,6,94,1,6,5,70,8,100,CRITICAL
HIST_0752,M004,10,0,78,3,7,7,97,0,80.55,CRITICAL
HIST_0753,M001,8,8,70,23,0,8,69,8,100,CRITICAL
HIST_0754,M007,3,4,73,12,4,4,74,2,83.35,CRITICAL
HIST_0755,M002,4,9,48,22,8,2,74,7,100,CRITICAL
HIST_0756,M006,11,8,52,5,8,2,70,6,100,CRITICAL
HIST_0757,M006,7,0,56,14,3,7,50,4,100,CRITICAL
HIST_0758,M008,11,10,90,25,2,1,50,1,100,CRITICAL
HIST_0759,M007,10,5,50,16,6,8,84,2,100,CRITICAL
HIST_0760,M003,8,6,47,24,2,5,81,2,100,CRITICAL
HIST_0761,M008,2,2,94,22,0,6,64,4,78.5,CRITICAL
HIST_0762,M001,4,10,56,3,2,3,45,4,100,CRITICAL
HIST_0763,M004,7,7,99,15,8,0,83,7,100,CRITICAL
HIST_0764,M010,3,9,87,15,7,6,73,1,100,CRITICAL
HIST_0765,M004,9,0,60,28,8,4,84,8,100,CRITICAL
HIST_0766,M010,0,2,54,1,5,0,54,0,51.8,MEDIUM
HIST_0767,M003,9,4,66,29,1,0,51,6,100,CRITICAL
HIST_0768,M001,2,10,63,19,8,2,74,5,100,CRITICAL
HIST_0769,M009,1,4,65,11,6,1,93,6,84.7,CRITICAL
HIST_0770,M007,1,4,75,4,1,4,66,8,78.05,CRITICAL
HIST_0771,M002,8,3,89,6,0,1,81,8,78.3,CRITICAL
HIST_0772,M005,7,9,95,22,4,6,83,5,100,CRITICAL
HIST_0773,M008,8,9,84,11,2,7,78,7,100,CRITICAL
HIST_0774,M001,12,2,84,7,4,3,45,1,94.25,CRITICAL
HIST_0775,M006,7,10,95,3,3,6,71,0,97.6,CRITICAL
HIST_0776,M005,5,8,96,20,3,0,85,3,94.15,CRITICAL
HIST_0777,M002,4,1,64,9,8,8,65,0,92.15,CRITICAL
HIST_0778,M006,10,5,66,12,0,2,57,5,100,CRITICAL
HIST_0779,M008,10,7,75,25,0,2,75,2,100,CRITICAL
